siteID,seas,yr,Criteria1,Criteria2,Criteria3,Ca,Mg,K,Na,NH4,NO3,totalN,Cl,SO4,Br,hplus,svol,ppt,fullChemLab,daysSample,startDate,lastDate
VA28,Annual,1990,94,100,98,0.819,0.268,0.236,1.528,3.103,12.570,5.251,3.009,23.596,-9,0.426,87688.6,157.515,48,365,"1990-01-02 00:00","1991-01-02 00:00"
VA28,Annual,1991,90,100,98,0.559,0.118,0.279,0.634,2.343,10.007,4.081,1.430,17.822,-9,0.338,69818.7,107.490,41,363,"1991-01-02 00:00","1991-12-31 00:00"
VA28,Annual,1992,90,100,97,0.575,0.220,0.186,1.674,2.452,10.433,4.262,2.959,18.650,-9,0.366,108029.8,169.086,44,364,"1991-12-31 00:00","1992-12-29 00:00"
VA28,Annual,1993,90,100,97,0.528,0.121,0.121,0.709,2.955,12.348,5.086,1.327,22.375,-9,0.452,92498.7,150.773,44,370,"1992-12-29 00:00","1994-01-03 00:00"
VA28,Annual,1994,79,100,80,0.853,0.165,0.193,0.812,2.986,11.984,5.027,1.472,19.291,-9,0.390,63707.2,137.593,38,365,"1994-01-03 00:00","1995-01-03 00:00"
VA28,Annual,1995,77,100,61,0.832,0.484,0.252,5.088,2.844,12.131,4.950,6.578,15.826,-9,0.341,79031.2,193.472,38,385,"1995-01-03 00:00","1996-01-23 00:00"
VA28,Annual,1996,96,100,88,0.976,0.257,0.223,1.729,3.561,16.882,6.581,2.945,23.371,-9,0.508,101701.6,171.215,47,343,"1996-01-23 00:00","1996-12-31 00:00"
VA28,Annual,1997,88,100,92,0.582,0.127,0.114,0.658,2.556,11.515,4.587,1.291,17.804,-9,0.359,77009.7,126.538,46,364,"1996-12-31 00:00","1997-12-30 00:00"
VA28,Annual,1998,75,100,68,0.658,0.145,0.211,0.803,2.908,11.068,4.760,1.619,17.082,-9,0.323,59640.9,131.605,33,364,"1997-12-30 00:00","1998-12-29 00:00"
VA28,Annual,1999,94,100,98,0.973,0.296,0.198,1.340,2.652,11.132,4.576,2.582,18.764,-9,0.337,91779.7,141.086,44,364,"1998-12-29 00:00","1999-12-28 00:00"
VA28,Annual,2000,94,100,99,0.642,0.122,0.133,0.542,2.236,9.443,3.871,1.118,13.982,-9,0.268,75636.9,110.701,40,371,"1999-12-28 00:00","2001-01-02 00:00"
VA28,Annual,2001,96,100,97,0.772,0.123,0.145,0.504,2.719,9.959,4.363,1.097,15.386,-9,0.275,72790.0,111.899,42,364,"2001-01-02 00:00","2002-01-01 00:00"
VA28,Annual,2002,90,100,88,0.694,0.125,0.137,0.569,2.946,10.636,4.692,1.138,17.119,-9,0.292,64369.0,113.750,43,364,"2002-01-01 00:00","2002-12-31 00:00"
VA28,Annual,2003,96,100,98,0.872,0.174,0.349,0.872,3.292,11.601,5.179,1.820,19.038,-9,0.356,125818.1,193.669,47,364,"2002-12-31 00:00","2003-12-30 00:00"
VA28,Annual,2004,96,100,100,0.910,0.202,0.219,1.180,3.641,10.400,5.178,2.292,18.508,-9,0.320,108626.1,168.563,48,364,"2003-12-30 00:00","2004-12-28 00:00"
VA28,Annual,2005,98,100,98,0.802,0.229,0.201,1.604,2.764,8.894,4.157,3.022,16.155,-9,0.290,93618.8,143.217,46,371,"2004-12-28 00:00","2006-01-03 00:00"
VA28,Annual,2006,83,100,96,0.800,0.166,0.272,0.785,2.641,8.872,4.056,1.599,13.806,-9,0.253,96737.4,150.887,37,364,"2006-01-03 00:00","2007-01-02 00:00"
VA28,Annual,2007,67,100,62,1.607,0.233,0.909,0.412,3.627,10.859,5.271,1.047,18.557,-9,0.289,43064.9,105.737,32,364,"2007-01-02 00:00","2008-01-01 00:00"
VA28,Annual,2008,91,100,87,1.047,0.237,0.251,1.284,2.749,8.330,4.018,2.442,12.795,-9,0.204,81096.5,139.535,42,364,"2008-01-01 00:00","2008-12-30 00:00"
VA28,Annual,2009,82,98,93,0.630,0.151,0.247,0.918,2.138,6.523,3.134,1.699,8.660,-9,0.149,82632.5,137.028,38,364,"2008-12-30 00:00","2009-12-29 00:00"
VA28,Annual,2010,84,100,80,0.691,0.141,0.157,0.801,2.499,6.742,3.464,1.461,8.313,-9,0.138,81068.1,157.150,40,364,"2009-12-29 00:00","2010-12-28 00:00"
VA28,Annual,2011,83,100,84,1.127,0.268,0.537,1.199,3.704,9.089,4.931,2.093,10.306,-9,0.151,92973.7,178.915,39,371,"2010-12-28 00:00","2012-01-03 00:00"
VA28,Annual,2012,93,100,82,1.071,0.169,0.271,0.553,3.305,7.681,4.303,0.970,7.354,-9,0.090,61847.0,112.784,43,366,"2012-01-03 00:00","2013-01-03 00:00"
VA28,Annual,2013,92,100,94,0.676,0.213,0.462,0.960,3.184,5.869,3.800,1.761,6.367,-9,0.104,105671.1,177.858,45,362,"2013-01-03 00:00","2013-12-31 00:00"
VA28,Annual,2014,76,100,72,0.734,0.156,0.219,0.640,2.905,6.637,3.756,1.171,6.668,-9,0.113,67905.9,156.159,37,364,"2013-12-31 00:00","2014-12-30 00:00"
VA28,Annual,2015,83,99,56,0.980,0.183,0.199,0.615,3.821,7.940,4.762,1.146,7.508,-9,0.119,54108.2,166.116,41,368,"2014-12-30 00:00","2015-12-29 00:00"
VA28,Annual,2016,93,98,89,0.672,0.126,0.168,0.476,3.123,5.923,3.764,0.868,4.523,-9,0.072,78696.1,140.033,44,371,"2015-12-29 00:00","2017-01-03 00:00"
VA28,Annual,2017,92,100,99,0.655,0.148,0.185,0.667,2.225,4.920,2.840,1.199,3.325,-9,0.069,79100.2,123.610,39,364,"2017-01-03 00:00","2018-01-02 00:00"
VA28,Annual,2018,92,100,96,0.710,0.237,0.237,1.682,3.023,7.018,3.934,3.102,4.653,-9,0.120,161873.5,262.860,45,364,"2018-01-02 00:00","2019-01-01 00:00"
VA28,Annual,2019,90,100,96,0.680,0.116,0.275,0.492,2.444,5.019,3.033,0.853,3.269,-9,0.067,86629.5,144.629,43,364,"2019-01-01 00:00","2019-12-31 00:00"
VA29,Annual,1986,14,25,67,0.098,0.025,0.032,0.142,0.265,1.504,0.545,0.199,3.083,-9,0.058,13740.3,31.521,7,91,"1986-09-30 00:00","1986-12-30 00:00"
VA29,Annual,1987,38,100,30,1.390,0.287,0.258,0.717,2.121,12.669,4.510,1.376,21.942,-9,0.435,27509.9,143.320,17,371,"1986-12-30 00:00","1988-01-05 00:00"
VA29,Annual,1988,69,100,79,1.029,0.162,0.093,0.590,1.272,9.493,3.133,0.890,18.824,-9,0.345,57097.6,115.625,33,364,"1988-01-05 00:00","1989-01-03 00:00"
VA29,Annual,1989,65,94,73,0.886,0.171,0.143,0.557,2.443,10.685,4.312,1.057,20.599,-9,0.365,65473.9,142.852,33,365,"1989-01-03 00:00","1990-01-03 00:00"
VA29,Annual,1990,61,71,91,0.743,0.149,0.137,0.537,2.502,9.300,4.045,1.165,19.412,-9,0.353,67007.0,114.254,29,361,"1990-01-03 00:00","1990-09-18 00:00"
VA33,Annual,1984,18,25,78,0.124,0.062,0.043,0.310,0.510,2.077,0.866,0.450,3.471,-9,0.063,10709.0,20.651,8,92,"1984-10-02 00:00","1985-01-02 00:00"
VA33,Annual,1985,44,50,96,0.556,0.134,0.120,0.319,1.264,5.830,2.299,0.570,9.941,-9,0.189,28225.1,46.303,23,181,"1985-01-02 00:00","1985-07-02 00:00"
VA98,Annual,2004,23,33,84,0.147,0.105,0.059,0.961,0.327,2.301,0.774,1.700,3.166,-9,0.073,23450.4,41.986,11,364,"2004-08-31 00:00","2004-12-28 00:00"
VA98,Annual,2005,79,100,86,0.874,0.394,0.308,3.015,2.363,11.629,4.463,5.710,19.357,-9,0.386,67808.7,123.059,38,371,"2004-12-28 00:00","2006-01-03 00:00"
VA98,Annual,2006,88,100,76,1.165,0.730,0.435,5.755,2.962,12.226,5.063,10.499,22.220,-9,0.422,74907.2,140.367,39,364,"2006-01-03 00:00","2007-01-02 00:00"
VA98,Annual,2007,88,100,94,0.688,0.315,0.246,2.418,2.064,8.394,3.500,4.492,12.729,-9,0.249,64428.4,98.294,37,364,"2007-01-02 00:00","2008-01-01 00:00"
VA98,Annual,2008,83,100,79,1.192,0.713,0.401,5.572,2.340,8.949,3.840,10.119,13.842,-9,0.225,61343.4,111.446,37,363,"2008-01-01 00:00","2008-12-29 00:00"
VA98,Annual,2009,94,100,98,0.915,0.619,0.592,5.060,2.974,9.353,4.424,8.976,13.538,-9,0.222,87452.5,134.569,39,366,"2008-12-29 00:00","2009-12-30 00:00"
VA98,Annual,2010,94,100,98,0.709,0.443,0.342,3.786,1.393,6.343,2.515,6.849,7.875,-9,0.159,66226.1,126.607,42,363,"2009-12-30 00:00","2010-12-28 00:00"
VA98,Annual,2011,56,66,80,0.746,0.458,0.537,3.283,2.527,6.844,3.509,6.048,8.595,-9,0.133,54269.8,99.479,26,371,"2010-12-28 00:00","2011-08-30 00:00"
VA99,Annual,2002,44,48,87,0.157,0.031,0.027,0.139,0.507,4.019,1.302,0.364,4.593,-9,0.113,25261.7,44.901,17,364,"2002-07-02 00:00","2002-12-31 00:00"
VA99,Annual,2003,77,100,83,0.904,0.136,0.331,0.437,2.500,12.683,4.808,1.160,17.353,-9,0.376,84571.6,150.631,37,364,"2002-12-31 00:00","2003-12-30 00:00"
VA99,Annual,2004,85,100,90,0.649,0.148,0.228,0.785,1.855,9.311,3.545,1.616,14.092,-9,0.306,70261.3,113.830,39,364,"2003-12-30 00:00","2004-12-28 00:00"
VA99,Annual,2005,74,100,80,0.623,0.105,0.115,0.460,1.544,8.112,3.032,1.016,11.496,-9,0.255,51514.5,95.882,32,371,"2004-12-28 00:00","2006-01-03 00:00"
VA99,Annual,2006,71,100,81,0.628,0.123,0.471,0.538,1.593,8.245,3.100,1.167,11.946,-9,0.264,61144.7,112.172,31,364,"2006-01-03 00:00","2007-01-02 00:00"
VA99,Annual,2007,73,98,89,0.693,0.122,0.131,0.343,1.860,7.318,3.099,0.742,10.541,-9,0.207,49298.2,81.585,28,363,"2007-01-02 00:00","2007-12-31 00:00"
VA99,Annual,2008,81,100,90,0.679,0.176,0.193,0.889,1.593,6.497,2.705,1.668,9.381,-9,0.178,51618.0,83.830,36,365,"2007-12-31 00:00","2008-12-30 00:00"
VA99,Annual,2009,92,100,98,0.642,0.150,0.191,0.696,1.802,7.590,3.115,1.351,8.477,-9,0.175,87469.7,136.511,40,364,"2008-12-30 00:00","2009-12-29 00:00"
VA99,Annual,2010,79,100,82,0.653,0.140,0.168,0.587,1.529,6.313,2.614,1.128,6.546,-9,0.129,50773.6,93.243,33,364,"2009-12-29 00:00","2010-12-28 00:00"
VA99,Annual,2011,73,100,74,0.803,0.156,0.178,0.502,2.074,7.215,3.241,0.948,7.862,-9,0.140,55525.6,111.512,34,371,"2010-12-28 00:00","2012-01-03 00:00"
VA99,Annual,2012,84,100,87,0.604,0.117,0.214,0.360,1.636,5.890,2.602,0.643,5.189,-9,0.091,55351.1,97.361,38,363,"2012-01-03 00:00","2012-12-31 00:00"
VA99,Annual,2013,84,100,91,0.704,0.149,0.257,0.623,1.990,6.405,2.993,1.192,5.714,-9,0.102,82411.6,135.407,40,365,"2012-12-31 00:00","2013-12-31 00:00"
VA99,Annual,2014,85,100,87,0.772,0.180,0.307,0.582,1.650,6.400,2.728,1.016,5.258,-9,0.113,59255.9,105.791,41,364,"2013-12-31 00:00","2014-12-30 00:00"
VA99,Annual,2015,89,99,92,0.484,0.138,0.184,0.668,1.567,5.218,2.396,1.233,3.559,-9,0.085,69607.7,115.189,42,368,"2014-12-30 00:00","2015-12-29 00:00"
VA99,Annual,2016,87,100,90,0.682,0.179,0.179,0.850,1.833,5.969,2.773,1.565,3.655,-9,0.085,66577.1,111.785,39,371,"2015-12-29 00:00","2017-01-03 00:00"
VA99,Annual,2017,81,100,78,0.673,0.140,0.175,0.533,1.802,4.967,2.522,0.988,2.947,-9,0.059,47252.3,87.452,33,364,"2017-01-03 00:00","2018-01-02 00:00"
VA99,Annual,2018,75,99,87,0.819,0.177,0.369,0.851,2.248,7.531,3.448,1.590,3.613,-9,0.103,95325.7,160.579,37,362,"2018-01-02 00:00","2018-12-25 00:00"
VA99,Annual,2019,69,100,83,0.748,0.228,0.444,0.553,1.896,5.796,2.783,1.051,3.294,-9,0.082,61708.6,108.342,32,364,"2018-12-25 00:00","2019-12-31 00:00"
VI01,Annual,1998,50,69,76,1.652,1.854,0.855,16.289,0.154,1.834,0.534,26.844,6.627,-9,0.053,50821.2,96.042,26,364,"1998-04-14 00:00","1998-12-29 00:00"
VI01,Annual,1999,81,100,79,1.518,2.001,0.824,17.624,0.141,2.121,0.589,30.252,7.530,-9,0.060,56767.0,100.538,38,364,"1998-12-29 00:00","1999-12-28 00:00"
VI01,Annual,2000,79,100,85,1.307,1.561,0.643,14.038,0.177,2.091,0.610,24.819,6.252,-9,0.077,41687.0,70.648,40,371,"1999-12-28 00:00","2001-01-02 00:00"
VI01,Annual,2001,94,100,98,1.602,1.822,0.953,16.092,0.293,3.015,0.909,29.515,7.318,-9,0.067,70199.2,104.699,47,364,"2001-01-02 00:00","2002-01-01 00:00"
VI01,Annual,2002,83,98,97,1.334,1.639,0.696,14.304,0.306,2.769,0.863,28.013,7.891,-9,0.127,57466.3,84.939,43,364,"2002-01-01 00:00","2002-12-31 00:00"
VI01,Annual,2003,87,96,97,1.394,1.603,0.667,13.547,0.408,2.688,0.924,25.930,7.714,-9,0.097,64688.6,99.539,45,364,"2002-12-31 00:00","2003-12-30 00:00"
VI01,Annual,2004,79,100,87,1.430,1.924,0.864,16.000,0.195,2.233,0.656,29.284,7.480,-9,0.070,61433.7,102.894,38,364,"2003-12-30 00:00","2004-12-28 00:00"
VI01,Annual,2005,90,99,93,1.818,1.862,0.931,14.732,0.443,3.082,1.041,27.381,9.578,-9,0.093,75156.8,110.854,43,371,"2004-12-28 00:00","2006-01-03 00:00"
VI01,Annual,2006,88,100,95,1.795,1.978,0.876,16.216,0.184,2.616,0.734,32.032,9.114,-9,0.162,68471.6,108.108,45,364,"2006-01-03 00:00","2007-01-02 00:00"
VI01,Annual,2007,92,98,99,1.467,1.729,0.787,14.379,0.393,3.088,1.003,26.243,9.384,-9,0.118,82453.1,119.232,47,363,"2007-01-02 00:00","2007-12-31 00:00"
VI01,Annual,2008,83,100,90,1.886,2.286,1.308,18.851,0.248,2.726,0.808,34.549,8.510,-9,0.076,85407.6,137.700,42,365,"2007-12-31 00:00","2008-12-30 00:00"
VI01,Annual,2009,83,100,91,1.143,1.555,0.637,13.140,0.150,2.173,0.607,23.583,6.903,-9,0.082,60488.5,93.657,42,364,"2008-12-30 00:00","2009-12-29 00:00"
VI01,Annual,2010,90,100,95,1.781,2.564,1.099,21.178,0.533,3.746,1.260,38.676,11.654,-9,0.130,91017.4,166.491,41,364,"2009-12-29 00:00","2010-12-28 00:00"
VI01,Annual,2011,89,100,96,1.699,2.471,1.107,19.778,0.450,3.243,1.082,35.360,9.792,-9,0.091,88520.4,128.676,44,371,"2010-12-28 00:00","2012-01-03 00:00"
VI01,Annual,2012,92,100,93,1.305,1.729,0.739,13.901,0.244,2.066,0.656,24.847,6.334,-9,0.049,47977.6,71.730,45,363,"2012-01-03 00:00","2012-12-31 00:00"
VI01,Annual,2013,56,100,56,1.592,2.702,1.037,22.057,0.614,3.433,1.252,39.791,9.699,-9,0.083,57161.3,146.075,28,365,"2012-12-31 00:00","2013-12-31 00:00"
VI01,Annual,2014,83,100,60,1.560,2.552,1.148,20.843,0.723,3.006,1.241,38.042,9.613,-9,0.083,56684.9,141.788,40,364,"2013-12-31 00:00","2014-12-30 00:00"
VI01,Annual,2015,77,100,86,0.993,1.525,0.638,12.668,0.443,2.314,0.867,22.828,6.179,-9,0.059,50716.1,88.652,34,364,"2014-12-30 00:00","2015-12-29 00:00"
VI01,Annual,2016,91,100,98,1.083,1.559,0.626,12.594,0.735,2.483,1.132,23.113,5.930,-9,0.063,64601.0,99.325,46,371,"2015-12-29 00:00","2017-01-03 00:00"
VI01,Annual,2017,56,66,89,0.697,0.952,0.369,7.406,0.188,1.408,0.464,13.720,3.532,-9,0.037,39224.0,67.026,26,360,"2017-01-03 00:00","2017-08-29 00:00"
VI01,Annual,2019,60,65,99,1.131,1.273,0.711,9.483,0.221,1.807,0.580,18.076,4.432,-9,0.036,48395.6,71.137,29,364,"2019-04-30 00:00","2019-12-31 00:00"
VT01,Annual,1981,59,67,93,1.542,0.458,0.148,0.494,2.310,12.797,4.686,0.863,23.196,-9,0.412,45755.1,73.802,32,245,"1981-04-28 00:00","1981-12-29 00:00"
VT01,Annual,1982,87,100,81,1.025,0.287,0.226,0.504,2.024,11.806,4.240,0.947,20.102,-9,0.384,46572.0,86.872,43,371,"1981-12-29 00:00","1983-01-04 00:00"
VT01,Annual,1983,94,100,96,1.262,0.381,0.322,1.084,2.501,14.719,5.268,2.060,22.829,-9,0.441,68270.6,119.087,47,364,"1983-01-04 00:00","1984-01-03 00:00"
VT01,Annual,1984,92,100,91,1.219,0.330,0.239,0.672,2.745,18.021,6.204,1.367,25.563,-9,0.561,60110.1,113.915,45,365,"1984-01-03 00:00","1985-01-02 00:00"
VT01,Annual,1985,73,94,72,1.240,0.366,0.304,0.717,2.004,14.929,4.929,1.388,19.825,-9,0.397,31378.6,77.958,34,363,"1985-01-02 00:00","1985-12-31 00:00"
VT01,Annual,1986,44,100,46,1.044,0.258,0.323,0.484,1.991,15.025,4.941,0.947,23.495,-9,0.456,31673.5,107.626,20,364,"1985-12-31 00:00","1986-12-30 00:00"
VT01,Annual,1987,79,100,81,0.931,0.274,0.182,0.557,1.971,14.351,4.773,1.113,21.039,-9,0.454,48764.6,91.235,35,364,"1986-12-30 00:00","1987-12-29 00:00"
VT01,Annual,1988,79,100,74,1.317,0.282,0.230,0.774,1.934,18.714,5.730,1.526,26.325,-9,0.561,46341.0,104.547,40,371,"1987-12-29 00:00","1989-01-03 00:00"
VT01,Annual,1989,92,100,98,1.129,0.234,0.213,0.852,2.919,17.600,6.244,1.630,23.321,-9,0.483,68829.4,106.538,47,364,"1989-01-03 00:00","1990-01-02 00:00"
VT01,Annual,1990,96,100,98,1.048,0.247,0.173,0.777,2.564,17.601,5.968,1.676,24.122,-9,0.527,73600.0,123.259,49,364,"1990-01-02 00:00","1991-01-01 00:00"
VT01,Annual,1991,94,100,96,1.106,0.216,0.204,0.625,3.173,20.084,7.003,1.298,29.147,-9,0.640,67362.0,120.193,48,364,"1991-01-01 00:00","1991-12-31 00:00"
VT01,Annual,1992,96,98,96,0.985,0.185,0.168,0.808,2.206,15.139,5.134,1.356,17.691,-9,0.381,54214.5,84.201,48,364,"1991-12-31 00:00","1992-12-29 00:00"
VT01,Annual,1993,89,100,93,0.887,0.212,0.171,0.827,1.794,15.767,4.956,1.351,19.064,-9,0.440,63581.0,100.813,45,371,"1992-12-29 00:00","1994-01-04 00:00"
VT01,Annual,1994,87,100,93,0.907,0.166,0.156,0.829,2.438,16.064,5.524,1.268,20.902,-9,0.494,62277.5,97.536,45,364,"1994-01-04 00:00","1995-01-03 00:00"
VT01,Annual,1995,88,100,91,0.844,0.157,0.137,0.677,2.757,17.708,6.142,1.109,17.306,-9,0.436,60066.5,98.108,44,364,"1995-01-03 00:00","1996-01-02 00:00"
VT01,Annual,1996,94,100,99,1.053,0.237,0.224,1.171,2.527,19.755,6.426,1.961,18.031,-9,0.472,86188.4,131.615,48,364,"1996-01-02 00:00","1996-12-31 00:00"
VT01,Annual,1997,90,100,93,1.168,0.244,0.209,0.479,1.821,14.073,4.594,1.054,13.568,-9,0.332,53253.8,87.140,45,364,"1996-12-31 00:00","1997-12-30 00:00"
VT01,Annual,1998,92,100,97,1.022,0.172,0.172,0.354,2.347,16.723,5.601,0.931,17.471,-9,0.421,64964.8,101.166,43,364,"1997-12-30 00:00","1998-12-29 00:00"
VT01,Annual,1999,92,100,99,0.855,0.173,0.111,0.570,1.759,13.082,4.322,1.103,13.713,-9,0.325,82988.5,123.879,45,364,"1998-12-29 00:00","1999-12-28 00:00"
VT01,Annual,2000,91,100,94,1.417,0.236,0.249,0.646,2.996,18.510,6.509,1.256,21.320,-9,0.468,76380.6,124.314,46,371,"1999-12-28 00:00","2001-01-02 00:00"
VT01,Annual,2001,88,98,94,0.915,0.151,0.218,0.445,1.520,11.031,3.673,0.873,11.048,-9,0.255,50019.7,83.952,42,364,"2001-01-02 00:00","2002-01-01 00:00"
VT01,Annual,2002,83,100,87,1.304,0.261,0.548,0.535,3.742,18.947,7.188,1.200,23.081,-9,0.440,75807.7,130.399,40,364,"2002-01-01 00:00","2002-12-31 00:00"
VT01,Annual,2003,92,100,89,0.981,0.157,0.170,0.497,2.410,13.286,4.874,1.042,14.279,-9,0.308,71261.7,121.109,46,364,"2002-12-31 00:00","2003-12-30 00:00"
VT01,Annual,2004,89,100,97,0.800,0.141,0.206,0.465,2.423,13.337,4.895,0.887,15.868,-9,0.357,71161.8,108.165,46,364,"2003-12-30 00:00","2004-12-28 00:00"
VT01,Annual,2005,96,100,97,0.987,0.179,0.256,0.628,1.999,11.636,4.182,1.243,14.314,-9,0.315,84036.7,128.149,45,371,"2004-12-28 00:00","2006-01-03 00:00"
VT01,Annual,2006,85,100,86,1.025,0.165,0.295,0.471,2.274,10.758,4.197,1.002,15.177,-9,0.306,67882.7,117.834,43,364,"2006-01-03 00:00","2007-01-02 00:00"
VT01,Annual,2007,92,100,97,1.173,0.192,0.263,0.539,3.112,13.264,5.415,1.029,17.633,-9,0.346,73362.6,119.707,46,364,"2007-01-02 00:00","2008-01-01 00:00"
VT01,Annual,2008,94,100,98,1.730,0.308,0.322,0.550,2.253,11.937,4.447,1.127,14.190,-9,0.298,88451.6,134.121,45,364,"2008-01-01 00:00","2008-12-30 00:00"
VT01,Annual,2009,85,100,82,0.992,0.167,0.681,1.458,1.793,7.890,3.176,2.427,8.416,-9,0.163,65460.7,119.547,40,364,"2008-12-30 00:00","2009-12-29 00:00"
VT01,Annual,2010,83,100,84,0.992,0.179,0.203,0.633,1.924,7.040,3.085,1.219,8.115,-9,0.144,68681.0,119.521,37,364,"2009-12-29 00:00","2010-12-28 00:00"
VT01,Annual,2011,87,100,94,1.013,0.211,0.718,0.507,2.336,8.739,3.789,0.957,8.387,-9,0.153,74076.3,140.721,42,371,"2010-12-28 00:00","2012-01-03 00:00"
VT01,Annual,2012,73,100,89,1.264,0.267,0.375,0.642,2.479,9.500,4.072,1.146,6.824,-9,0.098,54475.6,98.755,38,364,"2012-01-03 00:00","2013-01-01 00:00"
VT01,Annual,2013,79,100,91,1.245,0.237,0.546,0.617,3.001,9.371,4.449,1.103,7.888,-9,0.101,71404.1,118.618,39,364,"2013-01-01 00:00","2013-12-31 00:00"
VT01,Annual,2014,75,100,88,1.061,0.205,0.337,0.566,2.242,8.220,3.599,1.012,6.195,-9,0.110,67196.3,120.523,37,364,"2013-12-31 00:00","2014-12-30 00:00"
VT01,Annual,2015,84,99,94,1.041,0.206,0.265,0.648,2.014,7.919,3.354,1.159,3.910,-9,0.078,60025.8,98.247,38,368,"2014-12-30 00:00","2015-12-29 00:00"
VT01,Annual,2016,79,100,90,1.199,0.269,0.310,0.672,2.419,7.681,3.615,1.127,4.342,-9,0.074,62294.5,103.378,40,371,"2015-12-29 00:00","2017-01-03 00:00"
VT01,Annual,2017,81,100,94,1.134,0.229,0.550,0.676,2.382,7.456,3.535,1.248,3.436,-9,0.071,71297.3,114.529,36,364,"2017-01-03 00:00","2018-01-02 00:00"
VT01,Annual,2018,88,100,96,1.001,0.195,0.514,0.793,2.252,7.953,3.547,1.460,3.156,-9,0.090,89513.7,139.038,45,364,"2018-01-02 00:00","2019-01-01 00:00"
VT01,Annual,2019,88,100,95,1.396,0.219,0.616,0.684,2.833,8.199,4.054,1.246,3.846,-9,0.075,85449.0,136.883,43,364,"2019-01-01 00:00","2019-12-31 00:00"
VT99,Annual,1984,43,56,80,0.644,0.191,0.120,0.347,1.712,9.397,3.453,0.651,14.592,-9,0.289,33819.6,70.764,22,204,"1984-06-12 00:00","1985-01-02 00:00"
VT99,Annual,1985,98,100,99,1.085,0.277,0.223,0.426,2.309,16.745,5.577,0.936,22.033,-9,0.481,61529.1,106.388,48,363,"1985-01-02 00:00","1985-12-31 00:00"
VT99,Annual,1986,83,100,78,1.076,0.241,0.190,0.506,2.406,16.524,5.602,0.861,23.716,-9,0.487,60379.3,126.621,42,364,"1985-12-31 00:00","1986-12-30 00:00"
VT99,Annual,1987,94,100,90,0.898,0.180,0.169,0.528,2.864,16.836,6.029,0.993,21.148,-9,0.444,50099.1,105.686,45,364,"1986-12-30 00:00","1987-12-29 00:00"
VT99,Annual,1988,76,100,66,1.316,0.185,0.076,0.522,1.599,15.769,4.804,0.924,19.608,-9,0.417,44855.3,108.754,38,371,"1987-12-29 00:00","1989-01-03 00:00"
VT99,Annual,1989,94,100,92,0.937,0.150,0.150,0.474,2.800,17.365,6.098,1.041,18.475,-9,0.439,67421.2,115.688,48,364,"1989-01-03 00:00","1990-01-02 00:00"
VT99,Annual,1990,92,100,84,1.037,0.183,0.274,0.427,3.338,19.024,6.891,1.189,25.487,-9,0.577,81790.0,152.435,48,364,"1990-01-02 00:00","1991-01-01 00:00"
VT99,Annual,1991,86,100,80,0.795,0.131,0.252,0.383,2.346,15.275,5.274,0.775,19.585,-9,0.422,48221.6,100.695,41,364,"1991-01-01 00:00","1991-12-31 00:00"
VT99,Annual,1992,90,100,88,0.644,0.115,0.168,0.441,1.862,12.365,4.240,0.759,13.919,-9,0.292,48163.4,88.261,45,364,"1991-12-31 00:00","1992-12-29 00:00"
VT99,Annual,1993,89,100,84,0.847,0.172,0.183,0.595,2.896,19.998,6.768,1.053,23.626,-9,0.542,56394.8,114.469,46,371,"1992-12-29 00:00","1994-01-04 00:00"
VT99,Annual,1994,92,100,92,1.022,0.148,0.170,0.352,3.442,17.221,6.565,0.761,23.117,-9,0.504,64177.4,113.598,45,364,"1994-01-04 00:00","1995-01-03 00:00"
VT99,Annual,1995,88,100,91,0.700,0.166,0.344,0.510,2.586,13.703,5.105,0.783,15.838,-9,0.367,70245.5,118.638,44,364,"1995-01-03 00:00","1996-01-02 00:00"
VT99,Annual,1996,92,100,95,0.909,0.149,0.285,0.624,2.292,13.074,4.734,0.963,12.816,-9,0.312,81300.8,135.623,47,364,"1996-01-02 00:00","1996-12-31 00:00"
VT99,Annual,1997,96,100,99,0.818,0.126,0.157,0.367,2.737,16.189,5.783,0.755,17.395,-9,0.400,63450.3,104.850,49,364,"1996-12-31 00:00","1997-12-30 00:00"
VT99,Annual,1998,81,100,84,0.989,0.158,0.258,0.315,3.441,18.438,6.839,0.846,21.937,-9,0.493,74421.7,143.377,39,364,"1997-12-30 00:00","1998-12-29 00:00"
VT99,Annual,1999,87,100,83,0.735,0.115,0.080,0.322,1.907,12.427,4.289,0.655,12.002,-9,0.280,59533.6,114.852,40,364,"1998-12-29 00:00","1999-12-28 00:00"
VT99,Annual,2000,94,100,93,0.907,0.124,0.199,0.323,2.695,15.289,5.548,0.770,15.549,-9,0.349,68944.8,124.197,49,371,"1999-12-28 00:00","2001-01-02 00:00"
VT99,Annual,2001,90,100,94,0.772,0.105,0.200,0.257,2.581,13.840,5.132,0.648,15.574,-9,0.343,55625.9,95.254,44,364,"2001-01-02 00:00","2002-01-01 00:00"
VT99,Annual,2002,88,100,94,1.077,0.141,0.154,0.295,3.397,14.676,5.954,0.654,16.098,-9,0.296,77684.6,128.171,44,364,"2002-01-01 00:00","2002-12-31 00:00"
VT99,Annual,2003,94,100,95,0.667,0.088,0.227,0.189,2.342,11.194,4.348,0.529,12.088,-9,0.264,77099.0,125.915,47,364,"2002-12-31 00:00","2003-12-30 00:00"
